movieId,Movie,Year,Certificate,Genre,Overview,Runtime,moviePoster
114,Yatra,2018,U,"Biography, Drama, Romance            ",    An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,127,https://upload.wikimedia.org/wikipedia/en/f/f5/Yatra%282019%29.jpg
115,Fidaa,2017,U,"Drama, Romance            ","    Varun and Bhanu, both from different worlds, face challenges in their relationship.",144,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Fidaa_poster.jpg/330px-Fidaa_poster.jpg
116,Oosaravelli,2011,UA,"Action, Thriller            ","    A youngster, who does anything for money, avenges on those who killed the family of Niharika.",145,https://upload.wikimedia.org/wikipedia/en/1/17/Oosaravelli_poster.jpg
117,Evaru,2019,UA,"Crime, Drama, Thriller            ",    Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.,118,https://upload.wikimedia.org/wikipedia/en/b/b5/Evaru_Poster.jpg
118,Odiyan,2018,U,"Action, Drama, Fantasy            ","    The story of the Odiyan clan, one of the most dreaded, shape-shifting black magicians in the world which ruled the darkness of night through during the pre-electrification era in Kerala.",167,https://upload.wikimedia.org/wikipedia/en/3/3f/Odiyan_film_poster.jpg
119,Khaidi No 150,2017,UA,"Action, Drama            ",    A man (Chiranjeevi) on the wrong side of the law is moved by the plight of farmers to do the right thing.,142,https://upload.wikimedia.org/wikipedia/en/0/0e/Chiranjeevi%27s_Khaidi_No.150_poster.jpg
120,NGK,2019,U,"Action, Drama            ","    An educated do-gooder is forced to enter politics in order to serve the society. But, will the old guard make way and allow him to do that?",148,https://upload.wikimedia.org/wikipedia/en/d/da/NGK_film_poster.jpg
121,Duvvada Jagannadham,2017,UA,"Action, Comedy            ","    Trained by a high profile cop, an encounter specialist masquerading as a Brahmin priest takes on a real estate crime organization after losing his uncle.",152,https://upload.wikimedia.org/wikipedia/en/7/72/DJ_film_poster.jpg
122,Bale Bale Magadivoy,2015,U,"Comedy, Romance            ",    An easily distracted scientist (Nani) goes to great lengths to make sure that his girlfriend (Lavanya Tripati) and her family members don't find out about his mental condition.,137,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Bhale_Bhale_Magadivoy_poster.jpg/330px-Bhale_Bhale_Magadivoy_poster.jpg
123,Shiva,1989,A,"Action, Crime, Drama            ","    Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.",161,https://upload.wikimedia.org/wikipedia/en/3/37/Siva_1989_Telugu_film.jpg
124,Manmadhudu,2002,U,"Comedy, Romance            ",    A misogynist is forced by circumstances to work with a woman.,142,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Manmadhudu.jpg/330px-Manmadhudu.jpg
125,Mr Perfect,2011,U,"Drama, Romance            ","    Vicky (Prabhas), an expert in gaming software, lives in Australia and never compromises in his life, a principle he adheres to since his childhood. He believes that one should be oneself in...                See full summaryÂ Â»",144,https://upload.wikimedia.org/wikipedia/en/9/92/Mr._Perfect_poster.jpg
126,Orange,2010,U,"Comedy, Drama, Romance            ","    A man, who doesn't believe that love can last a lifetime, pursues an exuberant romantic, but their clashing ideologies keep them apart.",162,https://upload.wikimedia.org/wikipedia/en/d/dc/Orange_poster.jpg
127,Brahmotsavam,2016,U,"Action, Drama, Family            ","    To consolidate his position in the family, a man tries to arrange a marriage for his daughter, but the suitable boy he has in mind is already in love with another.",156,https://upload.wikimedia.org/wikipedia/en/e/ee/Brahmotsavam_poster.jpg
128,Gamyam,2008,U,Drama            ,"    Two guys, one a thief and the other filthy rich, meet each other in a journey started by the latter in search of his love.",120,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Gamyam_poster.jpg/330px-Gamyam_poster.jpg
129,Kanche,2015,UA,"Action, Drama, History            ","    A rivalry between two men, based on caste and social status, extends from an Indian village to war torn Europe during WW2.",126,https://upload.wikimedia.org/wikipedia/en/0/0c/Kanche_Poster.jpg
130,Naayak,2013,A,Action            ,    A young man and his lookalike team up to fight injustice and settle their personal scores with the evildoers.,153,https://upload.wikimedia.org/wikipedia/en/6/61/Naayak_poster.jpg
131,Malliswari,2004,U,"Comedy, Romance            ","    When her father dies, a wealthy heiress is sent to another city to protect her from people who try to harm and manipulate her. Living under an assumed identity, she meets a handsome banker and falls in love with him.",150,https://upload.wikimedia.org/wikipedia/en/8/8c/Malliswari_poster.jpg
132,Nuvvostanante Nenoddantana,2005,U,Romance            ,"    Before he can marry his sweetheart, a wealthy city boy from England is challenged to prove his work ethic on a farm in rural India.",165,https://upload.wikimedia.org/wikipedia/en/6/65/Nuvvostanante_Nenoddantana.jpg
133,Ye Maaya Chesave,2010,UA,Romance            ,"    Karthik finishes engineering school and aspires to become a filmmaker. His friend Krishna takes him to director Puri Jagannath and pleads with him to take him as his assistant. Meanwhile, ...                See full summaryÂ Â»",155,https://upload.wikimedia.org/wikipedia/en/8/87/Ye_Maaya_Chesave.jpg
134,Sagara Sangamam,1983,U,"Musical, Romance, Drama            ","    A classical dancer, Balakrishna, (Kamal Haasan) faces many struggles, but is eventually redeemed.",160,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Sagara_Sangamam.jpg/330px-Sagara_Sangamam.jpg
135,Rudhramadevi,2015,UA,"Action, Biography, History            ",    Queen Rudrama Devi's reign in southern India during the 13th century is herein recounted.,157,https://upload.wikimedia.org/wikipedia/en/1/16/Rudrama_Devi_Poster.jpg
136,Cameraman Gangatho Rambabu,2012,UA,"Action, Drama            ",    A fast-paced socially relevant political drama that revolves around the struggles of an ordinary citizen against crime and political corruption.,148,https://upload.wikimedia.org/wikipedia/en/7/72/Cameraman_gangatho_rambabu_poster.jpg
137,Majili,2019,UA,"Drama, Romance            ",    A former cricket player nursing his wounds of a failed relationship takes up the task of training his ex-lover's daughter and in the process discovers his feelings towards his wife and her unrequited love for him.,154,https://upload.wikimedia.org/wikipedia/en/7/79/Majili_Film_Poster.jpg
138,Uttama Villain,2015,U,"Comedy, Drama            ","    Manoranjan, a superstar, is counting his last days due to brain tumor. How he goes about his final wish of doing a comedy film with his mentor Margadarsi forms the crux of the story.",171,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Uttama_Villain.jpg/330px-Uttama_Villain.jpg
139,Arundhati,2009,A,"Horror, Mystery, Thriller            ","    A brave queen battles an evil mystic. Three generations later, he comes back to haunt the queen's descendants.",131,https://upload.wikimedia.org/wikipedia/en/a/a3/Arundhati.jpg
140,Agnyaathavaasi,2018,UA,"Action, Drama            ","    An exiled heir to billionaire, returns after his father was murdered, as a regular employee to find out the killers and make things right in his company.",158,https://upload.wikimedia.org/wikipedia/en/9/99/Agnyaathavaasi_poster.jpg
141,Pilla Zamindar,2011,U,"Comedy, Drama            ",    PJ has to go through a rough journey of living like a common man and graduating from a village-based college to inherit his grandfather's wealth.,148,https://upload.wikimedia.org/wikipedia/en/f/fa/Pilla_Zamindar.jpg
142,100% Love,2011,U,"Comedy, Drama, Romance            ","    When his cousin Mahalakshmi comes to stay, Balu is challenged to an extent rare in his charmed life. Will Balu let himself be seduced by Mahalakshmi's bubbly spirit and sharp brain, or will his ego prove an insurmountable barrier?",141,https://upload.wikimedia.org/wikipedia/en/1/1a/100LovePoster.jpg
143,Aa Naluguru,2004,UA,Drama            ,    A man fights for his philosophy: that human relations are more important than money.,141,https://upload.wikimedia.org/wikipedia/en/b/b4/Aa_Naluguru.jpg
144,Darling,2010,U,"Comedy, Drama, Romance            ","    To save himself from an unwanted marriage to a gangster's daughter, a man tells the story of reuniting with his childhood sweetheart in Switzerland.",151,https://upload.wikimedia.org/wikipedia/en/b/b7/Darling_%282010%29_poster.jpg
145,Aha Naa Pellanta,1987,U,Comedy            ,    Krishnamurthy (Rajendra Prasad) is the only son of industrialist Satyanarayana (Nutan Prasad). He wants his son to get married to a girl whom he has chosen because of his bitter experience ...                See full summaryÂ Â»,147,https://upload.wikimedia.org/wikipedia/en/d/df/Aha_Naa-Pellanta_1987_poster.jpg
146,Vinaya Vidheya Rama,2019,UA,Action            ,"    When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",146,https://upload.wikimedia.org/wikipedia/en/c/c9/Vinaya_Vidheya_Rama_poster.jpg
147,Happy,2006,U,"Action, Comedy, Drama            ",    An orphan working as a Pizza delivery boy and the daughter of a caste-based politician are forced to get married in an unforeseen situation.,152,https://upload.wikimedia.org/wikipedia/en/c/c9/Happy_2006_poster.jpg
148,Ala Modalaindi,2011,U,"Comedy, Drama, Romance            ","    On the day of his girlfriend's marriage, Gautam gets kidnapped by an unknown criminal. Bored on the way to the kidnapper's den, Gautam is forced to narrate his cute love story which is filled with loads of twists and turns.",136,https://upload.wikimedia.org/wikipedia/en/0/00/Ala_Modalaindi_poster.jpg
149,Prasthanam,2010,UA,"Action, Drama            ",    A politician's hot-blooded son starts to rebel uncontrollably when his intelligent stepbrother is chosen as the heir to the throne.,153,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Prasthanam.jpg/330px-Prasthanam.jpg
150,Dhee,2007,U,Comedy            ,    A guy who is irresponsible was joined to a job of accountent in local rowdy by his farher.he loves the sister of the rowdy after knowing she is having a threat from another local rowdy hero makes a plan to marry her and kil that rowdy ..,142,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Dhee_%28movie_poster%29.jpg/330px-Dhee_%28movie_poster%29.jpg
151,Iddarammayilatho,2013,UA,"Action, Thriller            ","    A young woman becomes embroiled in a financial and political conspiracy while studying in Spain, as she meets a young musician with a somewhat dark past unfolded through the pages of his lover's diary.",137,https://upload.wikimedia.org/wikipedia/en/6/6f/Iddarammayilatho.jpg
152,Simhadri,2003,UA,"Action, Drama            ","    Simhadri, A loyal servant in a landlords house also leads a secret life as Singamalai. A powerful leader in the state of Kerala",170,https://upload.wikimedia.org/wikipedia/en/b/b4/Simhadri_2003_DVD_Cover_art.jpg
153,Taxiwaala,2018,Not Rated,"Comedy, Horror, Thriller            ","    A job monger, Shiva ends up as a taxiwala only to realise that his ride is a beyond what anyone could have expected.",137,https://upload.wikimedia.org/wikipedia/en/a/ad/Taxiwaala_poster.jpg
154,Parugu,2008,U,"Action, Romance            ",    A group of friends are tasked with finding the daughter of a village head who believes them to have helped her elope.,159,https://upload.wikimedia.org/wikipedia/en/a/a4/Parugu_poster.jpg
155,Rakhta Charitra 2,2010,A,"Action, Biography, Crime            ","    After avenging the death of his father and brother, a man must now content with another vengeful male.",135,https://upload.wikimedia.org/wikipedia/en/e/e7/Rakta_Charitra_2.jpg
156,Maryada Ramanna,2010,U,"Action, Comedy, Drama            ","    A man returns to his parents' village to claim his land. Along the way, he befriends a charming young woman. Unbeknownst to him, her family has a long-standing feud with his family.",125,https://upload.wikimedia.org/wikipedia/en/4/48/Maryada_Ramanna.JPG
157,Rachcha,2012,UA,Action            ,    A betting teenager involves in a larger bet than he imagined.,143,https://upload.wikimedia.org/wikipedia/en/f/f3/Racha_poster.jpg
158,HIT,2020,UA,"Crime, Drama, Mystery            ","    Vikram is a 30-year-old cop. While he is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.",125,https://upload.wikimedia.org/wikipedia/en/1/12/HIT_The_First_Case.jpg
